Date	            Water Level	                 Soiloisture
June 26th 2019, 10:17:58 p	0.2	1607
June 26th 2019, 10:19:01 p	0.22	1552
June 26th 2019, 10:19:58 p	0.2	1561
June 26th 2019, 10:20:59 p	0.21	1553
June 26th 2019, 10:21:58 p	0.21	1581
June 26th 2019, 10:23:02 p	0.12	1706
June 26th 2019, 10:23:58 p	0.21	1629
June 26th 2019, 10:25:02 p	0.2	1518
June 26th 2019, 10:25:58 p	0.2	1576
June 26th 2019, 10:27:00 p	0.12	1577
June 26th 2019, 10:27:58 p	0.14	1653
June 26th 2019, 10:29:02 p	0.42	1616
June 26th 2019, 10:29:58 p	0.1	1602
June 26th 2019, 10:31:58 p	0.15	1631
June 26th 2019, 10:32:59 p	0.21	1572
June 26th 2019, 10:33:58 p	0.21	1541
June 26th 2019, 10:34:59 p	0.36	1565
June 26th 2019, 10:35:58 p	0.36	1603
June 26th 2019, 10:36:59 p	0.21	1622
June 26th 2019, 10:37:59 p	0.21	1578
June 26th 2019, 10:38:59 p	0.21	1637
June 26th 2019, 10:39:59 p	0.21	1538
June 26th 2019, 10:41:58 p	0.21	1605
June 26th 2019, 10:43:02 p	0.22	1674
June 26th 2019, 10:43:58 p	0.36	1563
June 26th 2019, 10:45:02 p	0.21	1589
June 26th 2019, 10:45:59 p	0.37	1608
June 26th 2019, 10:47:02 p	0.36	1550
June 26th 2019, 10:47:58 p	0.41	1597
June 26th 2019, 10:49:02 p	0.36	1581
June 26th 2019, 10:49:59 p	0.37	1530
June 26th 2019, 10:51:02 p	0.42	1571
June 26th 2019, 10:51:59 p	0.35	1586
June 26th 2019, 10:53:03 p	0.21	1552
June 26th 2019, 10:53:59 p	0.21	1576
June 26th 2019, 10:55:03 p	0.35	1716
June 26th 2019, 10:55:59 p	0.34	1650
June 26th 2019, 10:57:02 p	0.21	1572
June 26th 2019, 10:57:59 p	0.2	1587
June 26th 2019, 10:59:03 p	0.21	1587
June 26th 2019, 10:59:59 p	0.21	1587
June 26th 2019, 11:01:02 p	0.21	1543
June 26th 2019, 11:01:59 p	0.21	1574
June 26th 2019, 11:03:02 p	0.43	1516
June 26th 2019, 11:03:59 p	0.2	1739
June 26th 2019, 11:05:03 p	0.43	1608
June 26th 2019, 11:05:59 p	0.21	1566
June 26th 2019, 11:07:02 p	0.21	1555
June 26th 2019, 11:07:59 p	0.21	1732
June 26th 2019, 11:09:04 p	0.21	1661
June 26th 2019, 11:09:59 p	0.36	1568
June 26th 2019, 11:11:02 p	0.22	1570
June 26th 2019, 11:11:59 p	0.36	1659
June 26th 2019, 11:14:00 p	0.22	1586
June 26th 2019, 11:15:03 p	0.21	1575
June 26th 2019, 11:16:00 p	0.2	1562
June 26th 2019, 11:17:03 p	0.21	1559
June 26th 2019, 11:18:00 p	0.22	1599
June 26th 2019, 11:19:03 p	0.35	1578
June 26th 2019, 11:20:00 p	0.22	1576
June 26th 2019, 11:21:03 p	0.22	1514
June 26th 2019, 11:22:00 p	0.36	1574
June 26th 2019, 11:23:04 p	0.22	1514
June 26th 2019, 11:24:00 p	0.21	1554
June 26th 2019, 11:25:04 p	0.21	1732
June 26th 2019, 11:26:00 p	0.21	1574
June 26th 2019, 11:27:04 p	0.22	1562
June 26th 2019, 11:28:00 p	0.22	1577
June 26th 2019, 11:29:00 p	0.21	1569
June 26th 2019, 11:31:01 p	0.21	1670
June 26th 2019, 11:32:01 p	0.21	1557
June 26th 2019, 11:33:03 p	0.2	1650
June 26th 2019, 11:34:00 p	0.43	1572
June 26th 2019, 11:35:03 p	0.43	1538
June 26th 2019, 11:36:00 p	0.44	1455
June 26th 2019, 11:37:03 p	0.19	1572
June 26th 2019, 11:38:00 p	0.21	1588
June 26th 2019, 11:39:04 p	0.2	1568
June 26th 2019, 11:40:00 p	0.24	1571
June 26th 2019, 11:41:04 p	0.21	1716
June 26th 2019, 11:42:00 p	0.44	1612
June 26th 2019, 11:43:04 p	0.21	1574
June 26th 2019, 11:44:00 p	0.21	1555
June 26th 2019, 11:45:04 p	0.58	1578
June 26th 2019, 11:46:01 p	0.21	1583
June 26th 2019, 11:47:04 p	0.21	1614
June 26th 2019, 11:48:01 p	0.22	1586
June 26th 2019, 11:49:04 p	0.22	1589
June 26th 2019, 11:50:00 p	0.23	1579
June 26th 2019, 11:51:01 p	0.23	1604
June 26th 2019, 11:52:01 p	0.22	1674
June 26th 2019, 11:53:05 p	0.23	1602
June 26th 2019, 11:54:01 p	0.22	1597
June 26th 2019, 11:55:05 p	0.22	1584
June 26th 2019, 11:56:01 p	0.22	1576
June 26th 2019, 11:57:04 p	0.22	1578
June 26th 2019, 11:58:01 p	0.22	1563
June 26th 2019, 11:59:04 p	0.22	1719
June 27th 2019, 12:00:01 a	0.21	1576
June 27th 2019, 12:00:01 a	0.21	1576
June 27th 2019, 12:01:04 a	0.21	1560
June 27th 2019, 12:02:01 a	0.21	1692
June 27th 2019, 12:03:05 a	0.21	1474
June 27th 2019, 12:04:01 a	0.21	1573
June 27th 2019, 12:05:05 a	0.21	1571
June 27th 2019, 12:06:01 a	0.19	1591
June 27th 2019, 12:07:05 a	0.2	1552
June 27th 2019, 12:08:01 a	0.26	1417
June 27th 2019, 12:09:05 a	0.24	1474
June 27th 2019, 12:10:01 a	0.25	1588
June 27th 2019, 12:11:05 a	0.25	1571
June 27th 2019, 12:12:01 a	0.25	1593
June 27th 2019, 12:13:01 a	0.23	1571
June 27th 2019, 12:14:02 a	0.24	1602
June 27th 2019, 12:15:05 a	0.34	1516
June 27th 2019, 12:16:01 a	0.43	1579
June 27th 2019, 12:17:05 a	0.25	1625
June 27th 2019, 12:18:02 a	0.21	1560
June 27th 2019, 12:19:05 a	0.2	1584
June 27th 2019, 12:20:02 a	0.36	1590
June 27th 2019, 12:21:05 a	0.2	1557
June 27th 2019, 12:22:02 a	0.21	1486
June 27th 2019, 12:23:05 a	0.22	1579
June 27th 2019, 12:24:02 a	0.26	1554
June 27th 2019, 12:25:05 a	0.21	1576
June 27th 2019, 12:26:02 a	0.22	1589
June 27th 2019, 12:27:05 a	0.27	1601
June 27th 2019, 12:28:02 a	0.21	1566
June 27th 2019, 12:29:04 a	0.26	1541
June 27th 2019, 12:30:02 a	0.23	1577
June 27th 2019, 12:31:06 a	0.2	1583
June 27th 2019, 12:32:02 a	0.35	1517
June 27th 2019, 12:33:07 a	0.21	1564
June 27th 2019, 12:34:02 a	0.44	1586
June 27th 2019, 12:35:05 a	0.44	1538
June 27th 2019, 12:36:02 a	0.44	1595
June 27th 2019, 12:37:02 a	0.44	1542
June 27th 2019, 12:38:03 a	0.44	1510
June 27th 2019, 12:39:04 a	0.44	1562
June 27th 2019, 12:40:02 a	0.43	1477
June 27th 2019, 12:41:05 a	0.43	1582
June 27th 2019, 12:42:02 a	0.19	1610
June 27th 2019, 12:43:05 a	0.21	1634
June 27th 2019, 12:44:03 a	0.44	1611
June 27th 2019, 12:45:02 a	0.19	1526
June 27th 2019, 12:46:03 a	0.44	1525
June 27th 2019, 12:47:02 a	0.2	1561
June 27th 2019, 12:48:03 a	0.44	1571
June 27th 2019, 12:49:03 a	0.44	1600
June 27th 2019, 12:50:03 a	0.44	1560
June 27th 2019, 12:51:03 a	0.2	1499
June 27th 2019, 12:52:03 a	0.42	1588
June 27th 2019, 12:53:03 a	0.44	1595
June 27th 2019, 12:54:03 a	0.43	1549
June 27th 2019, 12:55:06 a	0.18	1560
June 27th 2019, 12:56:03 a	0.42	1572
June 27th 2019, 12:57:03 a	0.2	1575
June 27th 2019, 12:58:05 a	0.24	1468
June 27th 2019, 12:59:03 a	0.18	1573
June 27th 2019, 1:00:03 a	0.35	1572
June 27th 2019, 1:01:04 a	0.18	1585
June 27th 2019, 1:02:04 a	0.36	1529
June 27th 2019, 1:03:03 a	0.2	1557
June 27th 2019, 1:04:03 a	0.17	1628
June 27th 2019, 1:05:04 a	0.18	1593
June 27th 2019, 1:06:04 a	0.18	1563
June 27th 2019, 1:07:04 a	0.18	1517
June 27th 2019, 1:08:03 a	0.35	1611
June 27th 2019, 1:09:04 a	0.34	1577
June 27th 2019, 1:10:04 a	0.36	1631
June 27th 2019, 1:11:03 a	0.18	1453
June 27th 2019, 1:12:05 a	0.36	1575
June 27th 2019, 1:13:03 a	0.19	1479
June 27th 2019, 1:14:04 a	0.34	1624
June 27th 2019, 1:15:04 a	0.35	1575
June 27th 2019, 1:16:04 a	0.19	1694
June 27th 2019, 1:17:04 a	0.36	1566
June 27th 2019, 1:18:04 a	0.37	1637
June 27th 2019, 1:19:04 a	0.19	1605
June 27th 2019, 1:20:04 a	0.19	1540
June 27th 2019, 1:21:04 a	0.21	1719
June 27th 2019, 1:22:05 a	0.25	1563
June 27th 2019, 1:23:04 a	0.2	1628
June 27th 2019, 1:24:04 a	0.32	1583
June 27th 2019, 1:25:05 a	0.33	1553
June 27th 2019, 1:26:04 a	0.2	1628
June 27th 2019, 1:27:05 a	0.2	1601
June 27th 2019, 1:28:04 a	0.18	1519
June 27th 2019, 1:29:04 a	0.35	1537
June 27th 2019, 1:30:05 a	0.18	1564
June 27th 2019, 1:31:07 a	0.18	1555
June 27th 2019, 1:32:04 a	0.19	1601
June 27th 2019, 1:33:04 a	0.16	1533
June 27th 2019, 1:34:05 a	0.19	1575
June 27th 2019, 1:35:08 a	0.18	1652
June 27th 2019, 1:36:04 a	0.21	1564
June 27th 2019, 1:37:06 a	0.2	1572

June 27th 2019, 1:38:05 a	0.19	1577
June 27th 2019, 1:39:05 a	0.19	1608
June 27th 2019, 1:40:05 a	0.18	1591
June 27th 2019, 1:41:04 a	0.19	1553
June 27th 2019, 1:42:04 a	0.19	1561
June 27th 2019, 1:43:05 a	0.19	1577
June 27th 2019, 1:44:05 a	0.35	1555
June 27th 2019, 1:45:05 a	0.35	1571
June 27th 2019, 1:46:05 a	0.2	1634
June 27th 2019, 1:47:05 a	0.43	1532
June 27th 2019, 1:48:05 a	0.19	1527
June 27th 2019, 1:49:05 a	0.19	1571
June 27th 2019, 1:50:05 a	0.18	1577
June 27th 2019, 1:51:05 a	0.2	1541
June 27th 2019, 1:52:05 a	0.21	1588
June 27th 2019, 1:53:05 a	0.21	1569
June 27th 2019, 1:54:05 a	0.43	1596
June 27th 2019, 1:55:05 a	0.2	1574
June 27th 2019, 1:56:05 a	0.2	1572
June 27th 2019, 1:57:05 a	0.22	1553
June 27th 2019, 1:58:05 a	0.21	1570
June 27th 2019, 1:59:05 a	0.43	1554
June 27th 2019, 2:00:05 a	0.26	1458
June 27th 2019, 2:01:05 a	0.19	1599
June 27th 2019, 2:02:05 a	0.2	1539
June 27th 2019, 2:03:05 a	0.43	1571
June 27th 2019, 2:04:05 a	0.43	1582
June 27th 2019, 2:05:05 a	0.44	1575
June 27th 2019, 2:06:06 a	0.44	1568
June 27th 2019, 2:07:06 a	0.44	1565
June 27th 2019, 2:08:06 a	0.58	1567
June 27th 2019, 2:09:06 a	0.44	1526
June 27th 2019, 2:10:06 a	0.17	1666
June 27th 2019, 2:11:06 a	0.32	1589
June 27th 2019, 2:12:06 a	0.44	1579
June 27th 2019, 2:13:06 a	0.13	1524
June 27th 2019, 2:14:06 a	0.42	1569
June 27th 2019, 2:15:06 a	0.17	1618
June 27th 2019, 2:16:06 a	0.09	1530
June 27th 2019, 2:17:06 a	0.58	1705
June 27th 2019, 2:18:08 a	0.58	1583
June 27th 2019, 2:19:06 a	0.43	1620
June 27th 2019, 2:20:06 a	0.2	1522
June 27th 2019, 2:21:06 a	0.24	1578
June 27th 2019, 2:22:06 a	0.24	1582
June 27th 2019, 2:23:06 a	0.21	1572
June 27th 2019, 2:24:06 a	0.22	1637
June 27th 2019, 2:25:06 a	0.22	1587
June 27th 2019, 2:26:06 a	0.2	1542
June 27th 2019, 2:27:06 a	0.19	1590
June 27th 2019, 2:28:06 a	0.2	1562
June 27th 2019, 2:29:06 a	0.44	1491
June 27th 2019, 2:30:07 a	0.2	1566
June 27th 2019, 2:31:06 a	0.43	1607
June 27th 2019, 2:32:06 a	0.2	1566
June 27th 2019, 2:33:07 a	0.21	1567
June 27th 2019, 2:34:06 a	0.22	1514
June 27th 2019, 2:35:07 a	0.22	1576
June 27th 2019, 2:36:06 a	0.25	1569
June 27th 2019, 2:37:06 a	0.43	1545
June 27th 2019, 2:38:07 a	0.43	1598
June 27th 2019, 2:39:07 a	0.19	1536
June 27th 2019, 2:40:07 a	0.43	1552
June 27th 2019, 2:41:07 a	0.43	1600
June 27th 2019, 2:42:07 a	0.43	1549
June 27th 2019, 2:43:06 a	0.44	1589
June 27th 2019, 2:44:07 a	0.43	1597
June 27th 2019, 2:45:07 a	0.41	1562
June 27th 2019, 2:46:07 a	0.18	1484
June 27th 2019, 2:47:07 a	0.24	1669
June 27th 2019, 2:48:07 a	0.43	1537
June 27th 2019, 2:49:07 a	0.43	1545
June 27th 2019, 2:50:07 a	0.43	1582
June 27th 2019, 2:51:07 a	0.43	1575
June 27th 2019, 2:52:07 a	0.43	1574
June 27th 2019, 2:53:07 a	0.43	1565
June 27th 2019, 2:54:07 a	0.43	1590
June 27th 2019, 2:55:08 a	0.43	1519
June 27th 2019, 2:56:07 a	0.43	1621
June 27th 2019, 2:57:07 a	0.44	1534
June 27th 2019, 2:58:08 a	0.43	1574
June 27th 2019, 2:59:07 a	0.26	1576
June 27th 2019, 3:00:07 a	0.41	1579
June 27th 2019, 3:01:07 a	0.43	1547
June 27th 2019, 3:02:07 a	0.44	1576
June 27th 2019, 3:03:07 a	0.43	1586
June 27th 2019, 3:04:08 a	0.43	1542
June 27th 2019, 3:05:07 a	0.44	1564
June 27th 2019, 3:06:08 a	0.24	1533
June 27th 2019, 3:07:07 a	0.43	1511
June 27th 2019, 3:08:08 a	0.44	1601
June 27th 2019, 3:09:08 a	0.45	1571
June 27th 2019, 3:10:08 a	0.45	1629
June 27th 2019, 3:11:08 a	0.23	1667
June 27th 2019, 3:12:07 a	0.43	1547
June 27th 2019, 3:13:08 a	0.22	1565
June 27th 2019, 3:14:08 a	0.43	1597
June 27th 2019, 3:15:08 a	0.44	1585
June 27th 2019, 3:16:08 a	0.43	1711
June 27th 2019, 3:17:08 a	0.44	1576
June 27th 2019, 3:18:08 a	0.44	1561
June 27th 2019, 3:19:08 a	0.44	1570
June 27th 2019, 3:20:08 a	0.44	1576
June 27th 2019, 3:21:08 a	0.25	1611
June 27th 2019, 3:22:08 a	0.26	1590
June 27th 2019, 3:23:08 a	0.26	1581
June 27th 2019, 3:24:08 a	0.44	1554
June 27th 2019, 3:25:09 a	0.26	1590
June 27th 2019, 3:26:08 a	0.28	1428
June 27th 2019, 3:27:08 a	0.26	1515
June 27th 2019, 3:28:08 a	0.26	1607
June 27th 2019, 3:29:08 a	0.42	1559
June 27th 2019, 3:30:09 a	0.27	1555
June 27th 2019, 3:31:08 a	0.43	1570
June 27th 2019, 3:32:08 a	0.27	1545
June 27th 2019, 3:33:08 a	0.24	1565
June 27th 2019, 3:34:10 a	0.42	1578
June 27th 2019, 3:35:08 a	0.24	1719
June 27th 2019, 3:36:09 a	0.18	1590
June 27th 2019, 3:37:09 a	0.27	1585
June 27th 2019, 3:38:09 a	0.27	1577
June 27th 2019, 3:39:08 a	0.26	1573
June 27th 2019, 3:40:09 a	0.25	1555
June 27th 2019, 3:41:09 a	0.15	1561
June 27th 2019, 3:42:09 a	0.26	1565
June 27th 2019, 3:43:08 a	0.26	1524
June 27th 2019, 3:44:09 a	0.18	1585
June 27th 2019, 3:45:09 a	0.43	1578
June 27th 2019, 3:46:09 a	0.27	1620
June 27th 2019, 3:47:08 a	0.26	1568
June 27th 2019, 3:48:10 a	0.27	1611
June 27th 2019, 3:49:09 a	0.25	1598
June 27th 2019, 3:50:09 a	0.27	1584
June 27th 2019, 3:51:09 a	0.26	1521
June 27th 2019, 3:52:09 a	0.25	1496
June 27th 2019, 3:53:09 a	0.27	1695
June 27th 2019, 3:54:09 a	0.23	1568
June 27th 2019, 3:55:09 a	0.44	1588
June 27th 2019, 3:56:09 a	0.44	1559
June 27th 2019, 3:57:09 a	0.18	1566
June 27th 2019, 3:58:09 a	0.26	1572
June 27th 2019, 3:59:09 a	0.44	1560
June 27th 2019, 4:00:09 a	0.2	1591
June 27th 2019, 4:01:09 a	0.2	1609
June 27th 2019, 4:02:09 a	0.27	1576
June 27th 2019, 4:03:09 a	0.19	1552
June 27th 2019, 4:04:09 a	0.2	1567
June 27th 2019, 4:05:09 a	0.24	1586
June 27th 2019, 4:06:10 a	0.27	1537
June 27th 2019, 4:07:10 a	0.19	1530
June 27th 2019, 4:08:10 a	0.28	1604
June 27th 2019, 4:09:09 a	0.26	1600
June 27th 2019, 4:10:10 a	0.18	1570
June 27th 2019, 4:11:09 a	0.2	1537
June 27th 2019, 4:12:10 a	0.25	1561
June 27th 2019, 4:13:09 a	0.2	1564
June 27th 2019, 4:14:10 a	0.19	1574
June 27th 2019, 4:15:09 a	0.21	1600
June 27th 2019, 4:16:10 a	0.19	1549
June 27th 2019, 4:17:10 a	0.18	1567
June 27th 2019, 4:18:10 a	0.19	1570
June 27th 2019, 4:19:10 a	0.2	1614
June 27th 2019, 4:20:10 a	0.2	1574
June 27th 2019, 4:21:10 a	0.18	1571
June 27th 2019, 4:22:10 a	0.43	1623
June 27th 2019, 4:23:10 a	0.26	1571
June 27th 2019, 4:24:10 a	0.25	1653
June 27th 2019, 4:25:10 a	0.43	1579
June 27th 2019, 4:26:10 a	0.19	1606
June 27th 2019, 4:27:11 a	0.24	1600
June 27th 2019, 4:28:11 a	0.19	1539
June 27th 2019, 4:29:11 a	0.19	1552
June 27th 2019, 4:30:10 a	0.19	1578
June 27th 2019, 4:31:10 a	0.2	1594
June 27th 2019, 4:32:10 a	0.42	1486
June 27th 2019, 4:33:11 a	0.43	1562
June 27th 2019, 4:34:10 a	0.56	1581
June 27th 2019, 4:35:11 a	0.57	1497
June 27th 2019, 4:36:11 a	0.57	1575
June 27th 2019, 4:37:11 a	0.57	1587
June 27th 2019, 4:38:10 a	0.19	1597
June 27th 2019, 4:39:11 a	0.57	1578
June 27th 2019, 4:40:11 a	0.57	1565
June 27th 2019, 4:41:10 a	0.57	1542
June 27th 2019, 4:42:11 a	0.57	1576
June 27th 2019, 4:43:11 a	0.56	1570
June 27th 2019, 4:44:11 a	0.24	1577
June 27th 2019, 4:45:11 a	0.57	1572
June 27th 2019, 4:46:11 a	0.57	1611
June 27th 2019, 4:47:11 a	0.57	1614
June 27th 2019, 4:48:11 a	0.58	1569
June 27th 2019, 4:49:11 a	0.58	1553
June 27th 2019, 4:50:11 a	0.57	1569
June 27th 2019, 4:51:11 a	0.58	1684
June 27th 2019, 4:52:11 a	0.58	1692
June 27th 2019, 4:53:11 a	0.58	1532
June 27th 2019, 4:54:13 a	0.58	1543
June 27th 2019, 4:55:11 a	0.58	1547
June 27th 2019, 4:56:11 a	0.58	1604
June 27th 2019, 4:57:11 a	0.58	1575
June 27th 2019, 4:58:11 a	0.57	1530
June 27th 2019, 4:59:11 a	0.57	1582
June 27th 2019, 5:00:11 a	0.57	1580
June 27th 2019, 5:01:11 a	0.57	1655
June 27th 2019, 5:02:11 a	0.57	1573
June 27th 2019, 5:03:12 a	0.57	1659
June 27th 2019, 5:04:11 a	0.57	1617
June 27th 2019, 5:05:11 a	0.57	1563
June 27th 2019, 5:06:12 a	0.58	1559
June 27th 2019, 5:07:12 a	0.57	1552
June 27th 2019, 5:08:11 a	0.18	1590
June 27th 2019, 5:09:11 a	0.57	1604
June 27th 2019, 5:10:13 a	0.58	1571
June 27th 2019, 5:11:11 a	0.57	1420
June 27th 2019, 5:12:12 a	0.57	1562
June 27th 2019, 5:13:12 a	0.22	1593
June 27th 2019, 5:14:12 a	0.57	1605
June 27th 2019, 5:15:13 a	0.56	1577
June 27th 2019, 5:16:12 a	0.21	1598
June 27th 2019, 5:17:11 a	0.57	1577
June 27th 2019, 5:18:12 a	0.57	1569
June 27th 2019, 5:19:12 a	0.22	1577
June 27th 2019, 5:20:12 a	0.25	1574
June 27th 2019, 5:21:12 a	0.26	1573
June 27th 2019, 5:22:12 a	0.28	1599
June 27th 2019, 5:23:12 a	0.4	1561
June 27th 2019, 5:24:12 a	0.25	1558
June 27th 2019, 5:25:12 a	0.4	1576
June 27th 2019, 5:26:12 a	0.25	1666
June 27th 2019, 5:27:12 a	0.43	1571
June 27th 2019, 5:28:14 a	0.2	1551
June 27th 2019, 5:29:12 a	0.24	1558
June 27th 2019, 5:30:12 a	0.19	1522
June 27th 2019, 5:31:13 a	0.25	1615
June 27th 2019, 5:32:12 a	0.29	1565
June 27th 2019, 5:33:13 a	0.24	1604
June 27th 2019, 5:34:13 a	0.25	1637
June 27th 2019, 5:35:13 a	0.24	1637
June 27th 2019, 5:36:13 a	0.22	1542
June 27th 2019, 5:37:13 a	0.28	1558
June 27th 2019, 5:38:12 a	0.25	1576
June 27th 2019, 5:39:12 a	0.24	1525
June 27th 2019, 5:40:13 a	0.22	1436
June 27th 2019, 5:41:12 a	0.18	1572
June 27th 2019, 5:42:13 a	0.28	1570
June 27th 2019, 5:43:13 a	0.21	1580
June 27th 2019, 5:44:13 a	0.23	1557
June 27th 2019, 5:45:13 a	0.21	1564
June 27th 2019, 5:46:13 a	0.21	1578
June 27th 2019, 5:47:13 a	0.22	1490
June 27th 2019, 5:48:13 a	0.19	1607
June 27th 2019, 5:49:13 a	0.21	1602
June 27th 2019, 5:50:13 a	0.19	1565
June 27th 2019, 5:51:13 a	0.18	1576
June 27th 2019, 5:52:13 a	0.2	1563
June 27th 2019, 5:53:13 a	0.22	1525
June 27th 2019, 5:54:13 a	0.17	1518
June 27th 2019, 5:55:13 a	0.19	1540
June 27th 2019, 5:56:13 a	0.18	1587
June 27th 2019, 5:57:13 a	0.21	1576
June 27th 2019, 5:58:13 a	0.22	1556
June 27th 2019, 5:59:14 a	0.44	1558
June 27th 2019, 6:00:13 a	0.44	1576
June 27th 2019, 6:01:13 a	0.09	1596
June 27th 2019, 6:02:13 a	0.44	1576
June 27th 2019, 6:03:13 a	0.26	1581
June 27th 2019, 6:04:13 a	0.25	1498
June 27th 2019, 6:05:14 a	0.22	1744
June 27th 2019, 6:06:13 a	0.14	1590
June 27th 2019, 6:07:13 a	0.15	1564
June 27th 2019, 6:08:13 a	0.09	1602
June 27th 2019, 6:09:14 a	0.18	1571
June 27th 2019, 6:10:14 a	0.09	1708
June 27th 2019, 6:11:13 a	0.21	1644
June 27th 2019, 6:12:14 a	0.26	1436
June 27th 2019, 6:13:14 a	0.24	1603
June 27th 2019, 6:14:14 a	0.21	1560

June 27th 2019, 6:15:14 a	0.22	1567
June 27th 2019, 6:16:14 a	0.43	1510
June 27th 2019, 6:17:14 a	0.37	1579
June 27th 2019, 6:18:14 a	0.4	1567
June 27th 2019, 6:19:14 a	0.4	1661
June 27th 2019, 6:20:14 a	0.39	1554
June 27th 2019, 6:21:14 a	0.21	1674
June 27th 2019, 6:22:14 a	0.2	1613
June 27th 2019, 6:23:14 a	0.22	1627
June 27th 2019, 6:24:14 a	0.25	1559
June 27th 2019, 6:25:14 a	0.4	1609
June 27th 2019, 6:26:15 a	0.41	1697
June 27th 2019, 6:27:14 a	0.21	1565
June 27th 2019, 6:28:14 a	0.2	1589
June 27th 2019, 6:29:14 a	0.22	1564
June 27th 2019, 6:30:15 a	0.2	1531
June 27th 2019, 6:31:14 a	0.2	1564
June 27th 2019, 6:32:14 a	0.2	1541
June 27th 2019, 6:33:14 a	0.25	1564
June 27th 2019, 6:34:15 a	0.22	1557
June 27th 2019, 6:35:15 a	0.23	1607
June 27th 2019, 6:36:15 a	0.13	1610
June 27th 2019, 6:37:15 a	0.22	1563
June 27th 2019, 6:38:15 a	0.18	1628
June 27th 2019, 6:39:14 a	0.08	1557
June 27th 2019, 6:40:15 a	0.17	1614
June 27th 2019, 6:41:16 a	0.21	1536
June 27th 2019, 6:42:14 a	0.16	1594
June 27th 2019, 6:43:15 a	0.16	1566
June 27th 2019, 6:44:15 a	0.21	1581
June 27th 2019, 6:45:15 a	0.15	1576
June 27th 2019, 6:46:15 a	0.18	1589
June 27th 2019, 6:47:15 a	0.16	1525
June 27th 2019, 6:48:15 a	0.18	1548
June 27th 2019, 6:49:15 a	0.13	1559
June 27th 2019, 6:50:15 a	0.15	1546
June 27th 2019, 6:51:15 a	0.18	1574
June 27th 2019, 6:52:15 a	0.19	1583
June 27th 2019, 6:53:15 a	0.19	1575
June 27th 2019, 6:54:15 a	0.19	1527
June 27th 2019, 6:55:15 a	0.12	1579
June 27th 2019, 6:56:15 a	0.21	1572
June 27th 2019, 6:57:15 a	0.19	1575
June 27th 2019, 6:58:15 a	0.18	1507
June 27th 2019, 6:59:15 a	0.2	1568
June 27th 2019, 7:00:16 a	0.21	1562
June 27th 2019, 7:01:15 a	0.44	1574
June 27th 2019, 7:02:15 a	0.19	1524
June 27th 2019, 7:03:15 a	0.43	1708
June 27th 2019, 7:04:16 a	0.44	1574
June 27th 2019, 7:05:15 a	0.21	1567
June 27th 2019, 7:06:15 a	0.2	1553
June 27th 2019, 7:07:15 a	0.19	1573
June 27th 2019, 7:08:16 a	0.24	1568
June 27th 2019, 7:09:16 a	0.18	1564
June 27th 2019, 7:10:15 a	0.21	1592
June 27th 2019, 7:11:16 a	0.21	1567
June 27th 2019, 7:12:16 a	0.2	1572
June 27th 2019, 7:13:16 a	0.21	1569
June 27th 2019, 7:14:16 a	0.21	1549
June 27th 2019, 7:15:16 a	0.4	1563
June 27th 2019, 7:16:16 a	0.18	1615
June 27th 2019, 7:17:16 a	0.09	1614
June 27th 2019, 7:18:16 a	0.17	1572
June 27th 2019, 7:19:16 a	0.34	1534
June 27th 2019, 7:20:16 a	0.2	1590
June 27th 2019, 7:21:16 a	0.21	1593
June 27th 2019, 7:22:16 a	0.08	1589
June 27th 2019, 7:23:16 a	0.19	1596
June 27th 2019, 7:24:16 a	0.4	1670
June 27th 2019, 7:25:16 a	0.21	1559
June 27th 2019, 7:26:16 a	0.38	1583
June 27th 2019, 7:27:16 a	0.2	1573
June 27th 2019, 7:28:17 a	0.19	1536
June 27th 2019, 7:29:16 a	0.42	1557
June 27th 2019, 7:30:16 a	0.13	1581
June 27th 2019, 7:31:16 a	0.22	1571
June 27th 2019, 7:32:16 a	0.21	1559
June 27th 2019, 7:33:17 a	0.15	1581
June 27th 2019, 7:34:16 a	0.09	1580
June 27th 2019, 7:35:16 a	0.14	1577
June 27th 2019, 7:36:17 a	0.15	1564
June 27th 2019, 7:37:16 a	0.16	1567
June 27th 2019, 7:38:17 a	0.13	1563
June 27th 2019, 7:39:17 a	0.09	1539
June 27th 2019, 7:40:17 a	0.43	1579
June 27th 2019, 7:41:17 a	0.1	1570
June 27th 2019, 7:42:16 a	0.24	1585
June 27th 2019, 7:43:17 a	0.16	1563
June 27th 2019, 7:44:17 a	0.23	1578
June 27th 2019, 7:45:17 a	0.24	1585
June 27th 2019, 7:46:17 a	0.16	1574
June 27th 2019, 7:47:17 a	0.2	1566
June 27th 2019, 7:48:17 a	0.09	1569
June 27th 2019, 7:49:17 a	0.25	1571
June 27th 2019, 7:50:17 a	0.25	1587
June 27th 2019, 7:51:17 a	0.13	1603
June 27th 2019, 7:52:17 a	0.4	1528
June 27th 2019, 7:53:17 a	0.4	1591
June 27th 2019, 7:54:17 a	0.38	1571
June 27th 2019, 7:55:17 a	0.11	1572
June 27th 2019, 7:56:17 a	0.4	1554
June 27th 2019, 7:57:17 a	0.28	1571
June 27th 2019, 7:58:18 a	0.41	1727
June 27th 2019, 7:59:17 a	0.1	1568
June 27th 2019, 8:00:17 a	0.21	1620
June 27th 2019, 8:01:17 a	0.2	1586
June 27th 2019, 8:02:18 a	0.4	1551
