Date	            Water Level	                 Soiloisture
June 15th 2019, 12:02:36 p		1574
June 15th 2019, 12:03:35 p		1628
June 15th 2019, 12:04:36 p		1535
June 15th 2019, 12:05:35 p		1631
June 15th 2019, 12:06:35 p		1559
June 15th 2019, 12:08:36 p		1597
June 15th 2019, 12:09:37 p		1599
June 15th 2019, 12:10:37 p	0.03	1703
June 15th 2019, 12:11:36 p		1574
June 15th 2019, 12:12:36 p		1573
June 15th 2019, 12:13:37 p		1580
June 15th 2019, 12:14:37 p		1737
June 15th 2019, 12:15:38 p		1605
June 15th 2019, 12:16:36 p		1594
June 15th 2019, 12:17:37 p		1610
June 15th 2019, 12:18:37 p		1563
June 15th 2019, 12:20:37 p	0.01	1582
June 15th 2019, 12:21:38 p		1541
June 15th 2019, 12:22:40 p		1575
June 15th 2019, 12:23:37 p		1573
June 15th 2019, 12:24:38 p		1577
June 15th 2019, 12:26:38 p		1504
June 15th 2019, 12:27:37 p		1606
June 15th 2019, 12:28:39 p		1612
June 15th 2019, 12:29:40 p		1534
June 15th 2019, 12:30:43 p		1567
June 15th 2019, 12:31:44 p		1557
June 15th 2019, 12:32:47 p		1610
June 15th 2019, 12:33:52 p		1626
June 15th 2019, 12:34:56 p		1628
June 15th 2019, 12:36:10 p		1576
June 15th 2019, 12:37:36 p		1545
June 15th 2019, 12:38:42 p		1565
June 15th 2019, 12:39:47 p		1582
June 15th 2019, 12:40:54 p		1615
June 15th 2019, 12:41:50 p		1597
June 15th 2019, 12:42:56 p		1586
June 15th 2019, 12:43:55 p		1518
June 15th 2019, 12:44:59 p		1591
June 15th 2019, 12:46:04 p		1546
June 15th 2019, 12:47:06 p		1575
June 15th 2019, 12:48:11 p		1576
June 15th 2019, 12:49:11 p		1644
June 15th 2019, 12:50:11 p		1659
June 15th 2019, 12:51:12 p		1412
June 15th 2019, 12:52:16 p		1573
June 15th 2019, 12:53:17 p		1560
June 15th 2019, 12:54:21 p		1576
June 15th 2019, 12:55:21 p		1591
June 15th 2019, 12:56:22 p		1570
June 15th 2019, 12:57:30 p		1578
June 15th 2019, 12:58:32 p		1573
June 15th 2019, 12:59:34 p		1550
June 15th 2019, 1:00:35 p		1626
June 15th 2019, 1:01:39 p		1566
June 15th 2019, 1:02:39 p		1567
June 15th 2019, 1:03:44 p		1624
June 15th 2019, 1:04:46 p		1583
June 15th 2019, 1:05:45 p		1566
June 15th 2019, 1:06:51 p		1567
June 15th 2019, 1:07:51 p		1569
June 15th 2019, 1:08:54 p		1614
June 15th 2019, 1:09:55 p		1541
June 15th 2019, 1:11:02 p		1582
June 15th 2019, 1:12:02 p		1563
June 15th 2019, 1:13:03 p		1597
June 15th 2019, 1:14:03 p		1614
June 15th 2019, 1:15:03 p		1572
June 15th 2019, 1:16:03 p		1600
June 15th 2019, 1:17:04 p		1581
June 15th 2019, 1:18:04 p		1581
June 15th 2019, 1:19:03 p		1647
June 15th 2019, 1:20:07 p		1626
June 15th 2019, 1:21:09 p		1579
June 15th 2019, 1:22:09 p		1542
June 15th 2019, 1:23:08 p		1647
June 15th 2019, 1:24:08 p		1580
June 15th 2019, 1:25:10 p		1679
June 15th 2019, 1:26:10 p		1591
June 15th 2019, 1:27:10 p		1587
June 15th 2019, 1:28:10 p		1621
June 15th 2019, 1:30:09 p		1598
June 15th 2019, 1:31:09 p		1472
June 15th 2019, 1:32:10 p		1500
June 15th 2019, 1:33:10 p		1479
June 15th 2019, 1:34:10 p		1592
June 15th 2019, 1:35:09 p		1575
June 15th 2019, 1:36:11 p		1555
June 15th 2019, 1:37:13 p		1577
June 15th 2019, 1:38:13 p		1538
June 15th 2019, 1:39:13 p		1591
June 15th 2019, 1:40:13 p		1578
June 15th 2019, 1:41:13 p		1614
June 15th 2019, 1:42:13 p		1607
June 15th 2019, 1:43:14 p		1581
June 15th 2019, 1:45:12 p		1586
June 15th 2019, 1:46:13 p		1610
June 15th 2019, 1:47:13 p		1671
June 15th 2019, 1:48:14 p		1573
June 15th 2019, 1:49:14 p		1573
June 15th 2019, 1:50:16 p		1625
June 15th 2019, 1:51:15 p		1578
June 15th 2019, 1:52:16 p		1583
June 15th 2019, 1:53:16 p		1572
June 15th 2019, 1:54:16 p		1552
June 15th 2019, 1:55:16 p		1578
June 15th 2019, 1:56:15 p		1555
June 15th 2019, 1:57:15 p		1566
June 15th 2019, 1:58:17 p		1618
June 15th 2019, 1:59:16 p		1561
June 15th 2019, 2:00:17 p		1553
June 15th 2019, 2:01:16 p		1660
June 15th 2019, 2:02:17 p		1595
June 15th 2019, 2:03:17 p		1619
June 15th 2019, 2:04:17 p		1592
June 15th 2019, 2:05:18 p		1607
June 15th 2019, 2:07:18 p		1558
June 15th 2019, 2:08:19 p		1588
June 15th 2019, 2:09:18 p		1584
June 15th 2019, 2:10:18 p		1547
June 15th 2019, 2:11:18 p		1560
June 15th 2019, 2:12:19 p		1587
June 15th 2019, 2:13:19 p		1547
June 15th 2019, 2:14:19 p		1573
June 15th 2019, 2:15:19 p		1578
June 15th 2019, 2:16:19 p		1572
June 15th 2019, 2:17:19 p		1570
June 15th 2019, 2:18:19 p		1540
June 15th 2019, 2:19:19 p		1574
June 15th 2019, 2:20:19 p		1582
June 15th 2019, 2:21:20 p		1557
June 15th 2019, 2:22:25 p		1490
June 15th 2019, 2:23:24 p		1590
June 15th 2019, 2:24:25 p		1599
June 15th 2019, 2:25:25 p		1570
June 15th 2019, 2:26:25 p		1564
June 15th 2019, 2:27:26 p		1590
June 15th 2019, 2:28:26 p	0.01	1652
June 15th 2019, 2:30:28 p		1567
June 15th 2019, 2:32:27 p		1578
June 15th 2019, 2:35:28 p		1581
June 15th 2019, 2:36:28 p		1596
June 15th 2019, 2:37:29 p		1692
June 15th 2019, 2:39:36 p		1543
June 15th 2019, 2:40:39 p		1581
June 15th 2019, 2:41:55 p		1625
June 15th 2019, 2:42:59 p		1512
June 15th 2019, 2:44:33 p		1573
June 15th 2019, 2:45:46 p		1617
June 15th 2019, 2:47:00 p		1498
June 15th 2019, 2:49:13 p		1609
June 15th 2019, 2:50:33 p		1556
June 15th 2019, 2:51:41 p		1648
June 15th 2019, 2:53:05 p		1583
June 15th 2019, 2:54:11 p		1576
June 15th 2019, 2:55:29 p		1484
June 15th 2019, 2:58:30 p		1568
June 15th 2019, 3:00:25 p		1569
June 15th 2019, 3:02:10 p		1700
June 15th 2019, 3:03:15 p		1588
June 15th 2019, 3:04:20 p		1575
June 15th 2019, 3:06:06 p		1573
June 15th 2019, 3:07:48 p		1585
June 15th 2019, 3:09:25 p		1555
June 15th 2019, 3:10:27 p		1561
June 15th 2019, 3:11:56 p		1448
June 15th 2019, 3:13:20 p		1586
June 15th 2019, 3:14:50 p		1559
June 15th 2019, 3:15:53 p		1579
June 15th 2019, 3:17:08 p		1571
June 15th 2019, 3:18:15 p		1515
June 15th 2019, 3:20:29 p		1554
June 15th 2019, 3:21:43 p		1583
June 15th 2019, 3:23:27 p		1579
June 15th 2019, 3:24:37 p		1589
June 15th 2019, 3:25:37 p		1586
June 15th 2019, 3:27:08 p		1611
June 15th 2019, 3:28:47 p		1600
June 15th 2019, 3:30:08 p		1619
June 15th 2019, 3:31:12 p		1616
June 15th 2019, 3:32:26 p		1579
June 15th 2019, 3:33:36 p		1615
June 15th 2019, 3:34:51 p		1580
June 15th 2019, 3:36:07 p		1584
June 15th 2019, 3:37:19 p		1539
June 15th 2019, 3:41:26 p		1593
June 15th 2019, 3:42:42 p		1587
June 15th 2019, 3:44:50 p		1628
June 15th 2019, 3:46:25 p		1587
June 15th 2019, 3:47:53 p		1569
June 15th 2019, 3:49:12 p		1568
June 15th 2019, 3:50:19 p		1488
June 15th 2019, 3:51:53 p		1552
June 15th 2019, 3:53:06 p		1553
June 15th 2019, 3:54:06 p		1555
June 15th 2019, 3:55:09 p		1615
June 15th 2019, 3:56:29 p		1610
June 15th 2019, 3:57:43 p		1541
June 15th 2019, 3:58:45 p		1587
June 15th 2019, 4:00:07 p		1559
June 15th 2019, 4:01:29 p		1598
June 15th 2019, 4:02:40 p		1576
June 15th 2019, 4:03:57 p		1593
June 15th 2019, 4:05:02 p		1587
June 15th 2019, 4:06:03 p		1559
June 15th 2019, 4:07:15 p		1570
June 15th 2019, 4:08:19 p		1577
June 15th 2019, 4:09:21 p		1649
June 15th 2019, 4:10:21 p		1589
June 15th 2019, 4:11:21 p		1626
June 15th 2019, 4:12:23 p		1577
June 15th 2019, 4:13:24 p		1598
June 15th 2019, 4:14:27 p		1629
June 15th 2019, 4:15:26 p		1589
June 15th 2019, 4:16:31 p		1583
June 15th 2019, 4:17:38 p		1437
June 15th 2019, 4:18:40 p		1591
June 15th 2019, 4:19:43 p		1575
June 15th 2019, 4:20:46 p		1652
June 15th 2019, 4:21:47 p		1624
June 15th 2019, 4:22:52 p		1585
June 15th 2019, 4:23:59 p		1587
June 15th 2019, 4:25:01 p		1585
June 15th 2019, 4:27:02 p		1658
June 15th 2019, 4:28:01 p		1576
June 15th 2019, 4:29:02 p		1584
June 15th 2019, 4:30:05 p	0.01	1566
June 15th 2019, 4:31:06 p		1586
June 15th 2019, 4:32:08 p		1616
June 15th 2019, 4:33:15 p		1594
June 15th 2019, 4:34:16 p		1572
June 15th 2019, 4:35:15 p		1598
June 15th 2019, 4:36:17 p		1586
June 15th 2019, 4:38:21 p		1601
June 15th 2019, 4:39:19 p		1592
June 15th 2019, 4:40:23 p		1623
June 15th 2019, 4:41:25 p		1579
June 15th 2019, 4:42:26 p		1585
June 15th 2019, 4:43:27 p		1599
June 15th 2019, 4:44:30 p		1662
June 15th 2019, 4:45:31 p		1588
June 15th 2019, 4:46:32 p		1578
June 15th 2019, 4:47:32 p		1615
June 15th 2019, 4:48:33 p		1578
June 15th 2019, 4:49:32 p		1592
June 15th 2019, 4:50:33 p		1564
June 15th 2019, 4:51:32 p		1628
June 15th 2019, 4:52:33 p		1572
June 15th 2019, 4:53:33 p		1578
June 15th 2019, 4:54:33 p		1600
June 15th 2019, 4:55:34 p		1557
June 15th 2019, 4:58:33 p		1698
June 15th 2019, 4:59:33 p		1541
June 15th 2019, 5:00:34 p		1596
June 15th 2019, 5:02:34 p	0.04	1580
June 15th 2019, 5:07:34 p		1563
June 15th 2019, 5:09:34 p		1588
June 15th 2019, 5:13:33 p	0.01	1582
June 15th 2019, 5:16:33 p	0.04	1702
June 15th 2019, 5:18:34 p	0.01	1613
June 15th 2019, 5:19:33 p		1568
June 15th 2019, 5:27:33 p		1600
June 15th 2019, 5:29:34 p		1549
June 15th 2019, 5:30:33 p		1601
June 15th 2019, 5:32:34 p		1589
June 15th 2019, 5:33:33 p		1604
June 15th 2019, 5:34:33 p	0.06	1523
June 15th 2019, 5:35:33 p	0.02	1600
June 15th 2019, 5:37:34 p		1552
June 15th 2019, 5:39:34 p	0	1650
June 15th 2019, 5:47:35 p		1585
June 15th 2019, 5:53:33 p	0.05	1579
June 15th 2019, 5:54:34 p		1594
June 15th 2019, 5:56:33 p		1587
June 15th 2019, 5:59:34 p		1587
June 15th 2019, 6:00:33 p	0	1603
June 15th 2019, 6:04:33 p		1594
June 15th 2019, 6:10:33 p		1608
June 15th 2019, 6:13:34 p		1487
June 15th 2019, 6:16:33 p		1553
June 15th 2019, 6:18:33 p		1587
June 15th 2019, 6:19:33 p		1607
June 15th 2019, 6:20:33 p		1581
June 15th 2019, 6:22:34 p		1554
June 15th 2019, 6:23:34 p		1535
June 15th 2019, 6:24:33 p		1567
June 15th 2019, 6:28:33 p		1588
June 15th 2019, 6:36:33 p		1561
June 15th 2019, 6:39:34 p		1555
June 15th 2019, 6:42:33 p		1553
June 15th 2019, 6:46:33 p	0.03	1604
June 15th 2019, 6:53:33 p	0.02	1662
June 15th 2019, 6:55:34 p		1590
June 15th 2019, 6:58:34 p		1570
June 15th 2019, 7:00:33 p		1580
June 15th 2019, 7:01:33 p		1583
June 15th 2019, 7:05:34 p		1596
June 15th 2019, 7:06:33 p		1586
June 15th 2019, 7:13:34 p		1598
June 15th 2019, 7:19:34 p		1565
June 15th 2019, 7:20:34 p		1599
June 15th 2019, 7:22:34 p		1603
June 15th 2019, 7:23:34 p		1583
June 15th 2019, 7:27:33 p	0	1520
June 15th 2019, 7:28:33 p	0.02	1593
June 15th 2019, 7:30:34 p		1615
June 15th 2019, 7:34:34 p	0.01	1514
June 15th 2019, 7:35:34 p		1591
June 15th 2019, 7:39:34 p		1620
June 15th 2019, 7:42:34 p		1585
June 15th 2019, 7:43:34 p	0.02	1592
June 15th 2019, 7:49:33 p		1555
June 15th 2019, 7:51:33 p		1567
June 15th 2019, 7:53:34 p	0.06	1599
June 15th 2019, 7:55:33 p		1621
June 15th 2019, 8:00:34 p		1589
June 15th 2019, 8:08:33 p	0	1604
June 15th 2019, 8:12:35 p		1601
June 15th 2019, 8:13:34 p		1604
June 15th 2019, 8:19:34 p	0.08	1616
June 15th 2019, 8:20:34 p		1617
June 15th 2019, 8:23:34 p	0	1633
June 15th 2019, 8:30:34 p		1607
June 15th 2019, 8:37:35 p		1551
June 15th 2019, 8:47:36 p	0.02	1727
June 15th 2019, 8:48:35 p	0.02	1630
June 15th 2019, 8:49:35 p	0.01	1570
June 15th 2019, 9:01:35 p		1581
June 15th 2019, 9:07:36 p		1586
June 15th 2019, 9:11:36 p		1590
June 15th 2019, 9:22:36 p		1587
June 15th 2019, 9:23:36 p		1584
June 15th 2019, 9:24:37 p		1554
June 15th 2019, 9:27:37 p	0.02	1594
June 15th 2019, 9:30:37 p	0.02	1573
June 15th 2019, 9:31:36 p	0.01	1604
June 15th 2019, 9:32:37 p	0.02	1642
June 15th 2019, 9:35:36 p		1582
June 15th 2019, 9:39:37 p	0.01	1589
June 15th 2019, 9:40:36 p	0.02	1603
June 15th 2019, 9:42:36 p	0	1535
June 15th 2019, 9:43:39 p		1572
June 15th 2019, 9:44:36 p	0.01	1585
June 15th 2019, 9:48:37 p	0.01	1574
June 15th 2019, 9:50:38 p	0.01	1596
June 15th 2019, 9:58:37 p		1714
June 15th 2019, 9:59:37 p		1582
June 15th 2019, 10:03:37 p		1560
June 15th 2019, 10:04:38 p		1596
June 15th 2019, 10:14:37 p		1584
June 15th 2019, 10:18:38 p	0.01	1589
June 15th 2019, 10:20:38 p		1583
June 15th 2019, 10:24:38 p	0.01	1702
June 15th 2019, 10:25:39 p	0	1548
June 15th 2019, 10:26:38 p	0.02	1584
June 15th 2019, 10:27:38 p		1607
June 15th 2019, 10:28:38 p		1583
June 15th 2019, 10:30:39 p		1591
June 15th 2019, 10:33:38 p		1542
June 15th 2019, 10:34:38 p	0.08	1595
June 15th 2019, 10:36:39 p	0.08	1630
June 15th 2019, 10:41:39 p	0.09	1572
June 15th 2019, 10:42:38 p	0.01	1588
June 15th 2019, 10:47:40 p	0.07	1589
June 15th 2019, 10:48:39 p		1596
June 15th 2019, 10:53:40 p	0.02	1562
June 15th 2019, 11:00:39 p	0.08	1483
June 15th 2019, 11:02:39 p		1590
June 15th 2019, 11:09:40 p	0.08	1504
June 15th 2019, 11:10:39 p	0.08	1546
June 15th 2019, 11:24:40 p	0	1581
June 15th 2019, 11:33:40 p	0.01	1591
June 15th 2019, 11:43:41 p	0.08	1667
June 15th 2019, 11:48:41 p	0.01	1543
June 15th 2019, 11:49:41 p	0.04	1592
June 15th 2019, 11:50:41 p	0.07	1585
June 15th 2019, 12:00:30 a	0.1	1893
June 15th 2019, 12:01:31 a	0.1	1855
June 15th 2019, 12:02:30 a	0.1	1889
June 15th 2019, 12:03:30 a	0.1	1871
June 15th 2019, 12:04:30 a	0.1	1859
June 15th 2019, 12:05:30 a	0.1	1856
June 15th 2019, 12:06:30 a	0.1	1877
June 15th 2019, 12:07:30 a	0.08	1864
June 15th 2019, 12:08:30 a		1871
June 15th 2019, 12:09:31 a	0.1	1890
June 15th 2019, 12:10:30 a		1869
June 15th 2019, 12:11:31 a	0.1	1870
June 15th 2019, 12:12:30 a		1778
June 15th 2019, 12:13:31 a	0.1	1877
June 15th 2019, 12:14:30 a	0.1	1888
June 15th 2019, 12:15:30 a	0.1	1873
June 15th 2019, 12:16:31 a	0.1	1910
June 15th 2019, 12:17:30 a	0.1	1857
June 15th 2019, 12:18:30 a	0.1	1898
June 15th 2019, 12:19:32 a	0.1	1866
June 15th 2019, 12:20:31 a		1950
June 15th 2019, 12:21:32 a	0.09	1935
June 15th 2019, 12:22:30 a		1874
June 15th 2019, 12:23:32 a	0.1	1863
June 15th 2019, 12:24:32 a	0.1	1858
June 15th 2019, 12:25:31 a	0.1	1872
June 15th 2019, 12:26:31 a	0.1	1897
June 15th 2019, 12:27:31 a	0.1	1869
June 15th 2019, 12:28:30 a		1850
June 15th 2019, 12:29:31 a	0.1	1879
June 15th 2019, 12:30:31 a	0.1	1869
June 15th 2019, 12:31:30 a	0.1	1857
June 15th 2019, 12:32:31 a	0.1	1860
June 15th 2019, 12:33:31 a	0.09	1917
June 15th 2019, 12:34:32 a	0.1	1901
June 15th 2019, 12:35:32 a	0.1	1881
June 15th 2019, 12:36:31 a		1863
June 15th 2019, 12:37:32 a	0.1	1809
June 15th 2019, 12:38:32 a	0.1	1855
June 15th 2019, 12:39:31 a	0.1	1877
June 15th 2019, 12:40:31 a	0.1	1869
June 15th 2019, 12:41:31 a		1922
June 15th 2019, 12:42:32 a	0.1	1890
June 15th 2019, 12:43:31 a	0.1	1884
June 15th 2019, 12:44:31 a	0.1	1869
June 15th 2019, 12:45:31 a	0.1	1876
June 15th 2019, 12:46:32 a	0.1	1856
June 15th 2019, 12:47:32 a	0.1	1846
June 15th 2019, 12:48:31 a	0.1	1872
June 15th 2019, 12:49:31 a	0.1	1867
June 15th 2019, 12:50:31 a	0.1	1847
June 15th 2019, 12:51:32 a		1927
June 15th 2019, 12:52:32 a	0.1	1804
June 15th 2019, 12:53:32 a	0.1	1877
June 15th 2019, 12:54:31 a	0.09	1877
June 15th 2019, 12:55:32 a	0.1	1850
June 15th 2019, 12:56:32 a	0.1	1881
June 15th 2019, 12:57:32 a	0.1	1908
June 15th 2019, 12:58:32 a		1876
June 15th 2019, 12:59:32 a	0.1	1908
June 15th 2019, 1:00:33 a	0.1	1893
June 15th 2019, 1:01:32 a	0.1	1796
June 15th 2019, 1:02:32 a	0.1	1878
June 15th 2019, 1:03:32 a	0.09	1859
June 15th 2019, 1:04:32 a		1833
June 15th 2019, 1:05:32 a		1876
June 15th 2019, 1:06:32 a	0.1	1868
June 15th 2019, 1:07:32 a	0.09	1827
June 15th 2019, 1:08:32 a	0.09	1854
June 15th 2019, 1:09:33 a		1879
June 15th 2019, 1:10:33 a		1869
June 15th 2019, 1:11:32 a	0.1	1872
June 15th 2019, 1:12:32 a	0.1	1863
June 15th 2019, 1:13:33 a	0.1	1847
June 15th 2019, 1:14:32 a	0.1	1853
June 15th 2019, 1:15:32 a	0.1	1830
June 15th 2019, 1:16:32 a	0.09	1870
June 15th 2019, 1:17:33 a	0.1	1866
June 15th 2019, 1:18:33 a	0.08	1986
June 15th 2019, 1:19:32 a	0.1	1856
June 15th 2019, 1:20:32 a	0.1	1872
June 15th 2019, 1:21:32 a	0.1	1886
June 15th 2019, 1:22:32 a	0.09	1878
June 15th 2019, 1:23:33 a		1863
June 15th 2019, 1:24:33 a	0.1	1861
June 15th 2019, 1:25:33 a		1868
June 15th 2019, 1:26:33 a	0.1	1866
June 15th 2019, 1:27:34 a	0.1	1869
June 15th 2019, 1:28:33 a	0.1	1858
June 15th 2019, 1:29:33 a	0.1	1870
June 15th 2019, 1:30:34 a		1880
June 15th 2019, 1:31:32 a		1937
June 15th 2019, 1:32:33 a	0.1	1841
June 15th 2019, 1:33:33 a		1868
June 15th 2019, 1:34:33 a	0.1	1902
June 15th 2019, 1:35:33 a	0.09	1957
June 15th 2019, 1:36:35 a		1895
June 15th 2019, 1:37:33 a	0.1	1885
June 15th 2019, 1:38:33 a	0.1	1859
June 15th 2019, 1:39:35 a	0.09	1918
June 15th 2019, 1:40:33 a	0.1	1924
June 15th 2019, 1:41:33 a		1891
June 15th 2019, 1:42:34 a	0.1	1899
June 15th 2019, 1:43:33 a	0.1	1836

June 15th 2019, 1:44:33 a	0.1	1851
June 15th 2019, 1:45:33 a	0.1	1914
June 15th 2019, 1:46:33 a		1861
June 15th 2019, 1:47:34 a	0.1	1890
June 15th 2019, 1:48:33 a	0.09	1867
June 15th 2019, 1:49:34 a	0.1	1917
June 15th 2019, 1:50:33 a	0.1	1833
June 15th 2019, 1:51:34 a	0.1	1869
June 15th 2019, 1:52:34 a	0.1	1869
June 15th 2019, 1:53:34 a		1945
June 15th 2019, 1:54:34 a	0.1	1865
June 15th 2019, 1:55:34 a		1863
June 15th 2019, 1:56:34 a	0.1	1859
June 15th 2019, 1:57:34 a	0.1	1845
June 15th 2019, 1:58:35 a	0.1	1838
June 15th 2019, 1:59:35 a		1863
June 15th 2019, 2:00:33 a		1923
June 15th 2019, 2:01:33 a	0.1	1869
June 15th 2019, 2:02:33 a	0.1	1859
June 15th 2019, 2:03:34 a	0.1	1927
June 15th 2019, 2:04:34 a		1887
June 15th 2019, 2:05:34 a	0.09	1841
June 15th 2019, 2:06:34 a	0.1	1866
June 15th 2019, 2:07:35 a	0.1	1873
June 15th 2019, 2:08:34 a	0.1	1872
June 15th 2019, 2:09:34 a	0.1	1817
June 15th 2019, 2:10:35 a	0.09	1919
June 15th 2019, 2:11:34 a	0.1	1880
June 15th 2019, 2:12:34 a	0.1	1784
June 15th 2019, 2:13:34 a		1843
June 15th 2019, 2:14:34 a	0.09	1861
June 15th 2019, 2:15:35 a	0.1	1883
June 15th 2019, 2:16:35 a	0.09	1890
June 15th 2019, 2:17:35 a		1923
June 15th 2019, 2:18:35 a	0.1	1920
June 15th 2019, 2:19:35 a		1804
June 15th 2019, 2:20:35 a		1861
June 15th 2019, 2:21:35 a	0.1	1831
June 15th 2019, 2:22:35 a	0.1	1878
June 15th 2019, 2:23:34 a	0.1	1867
June 15th 2019, 2:24:35 a	0.1	1855
June 15th 2019, 2:25:35 a	0.1	1892
June 15th 2019, 2:26:34 a	0.1	1820
June 15th 2019, 2:27:35 a	0.1	1869
June 15th 2019, 2:28:35 a	0.1	1855
June 15th 2019, 2:29:35 a	0.1	1883
June 15th 2019, 2:30:35 a	0.1	1862
June 15th 2019, 2:31:35 a	0.1	1856
June 15th 2019, 2:32:35 a	0.1	1874
June 15th 2019, 2:33:35 a	0.1	1816
June 15th 2019, 2:34:35 a	0.1	1849
June 15th 2019, 2:35:36 a	0.1	1815
June 15th 2019, 2:37:35 a	0.1	1841
June 15th 2019, 2:38:35 a		1869
June 15th 2019, 2:39:35 a	0.1	1780
June 15th 2019, 2:40:35 a	0.1	1865
June 15th 2019, 2:41:35 a	0.09	1803
June 15th 2019, 2:42:35 a	0.1	1878
June 15th 2019, 2:43:35 a	0.1	1914
June 15th 2019, 2:44:37 a	0.1	1863
June 15th 2019, 2:45:35 a	0.1	1845
June 15th 2019, 2:46:35 a	0.09	1871
June 15th 2019, 2:47:35 a	0.1	1860
June 15th 2019, 2:48:36 a	0.1	1880
June 15th 2019, 2:49:35 a	0.1	1869
June 15th 2019, 2:50:36 a	0.1	1842
June 15th 2019, 2:51:36 a	0.1	1779
June 15th 2019, 2:52:36 a	0.09	1876
June 15th 2019, 2:53:36 a	0.1	1890
June 15th 2019, 2:54:35 a	0.1	1772
June 15th 2019, 2:56:35 a		1870
June 15th 2019, 2:57:36 a	0.09	1879
June 15th 2019, 2:58:36 a	0.1	1860
June 15th 2019, 2:59:36 a	0.1	1883
June 15th 2019, 3:00:36 a	0.1	1824
June 15th 2019, 3:01:36 a	0.1	1902
June 15th 2019, 3:02:37 a	0.1	1860
June 15th 2019, 3:03:36 a	0.1	1846
June 15th 2019, 3:04:36 a	0.09	1877
June 15th 2019, 3:05:37 a	0.1	1848
June 15th 2019, 3:06:36 a		1833
June 15th 2019, 3:07:36 a	0.1	1892
June 15th 2019, 3:08:36 a	0.1	1822
June 15th 2019, 3:09:36 a	0.08	1902
June 15th 2019, 3:11:36 a	0.09	1841
June 15th 2019, 3:12:36 a	0.1	1911
June 15th 2019, 3:13:36 a	0.1	1884
June 15th 2019, 3:14:36 a	0.09	1887
June 15th 2019, 3:15:36 a	0.1	1858
June 15th 2019, 3:16:36 a	0.1	1875
June 15th 2019, 3:17:37 a	0.09	1871
June 15th 2019, 3:18:37 a	0.1	1830
June 15th 2019, 3:19:37 a	0.1	1904
June 15th 2019, 3:20:37 a	0.1	1833
June 15th 2019, 3:21:37 a	0.1	1852
June 15th 2019, 3:22:37 a	0.1	1871
June 15th 2019, 3:23:37 a	0.1	1867
June 15th 2019, 3:24:37 a	0.08	1869
June 15th 2019, 3:25:38 a	0.1	1849
June 15th 2019, 3:26:36 a	0.1	1911
June 15th 2019, 3:27:36 a	0.1	1768
June 15th 2019, 3:28:36 a	0.09	1861
June 15th 2019, 3:29:37 a		1926
June 15th 2019, 3:30:36 a		1850
June 15th 2019, 3:31:37 a	0.1	1872
June 15th 2019, 3:32:37 a	0.1	1867
June 15th 2019, 3:33:37 a	0.1	1858
June 15th 2019, 3:34:37 a	0.08	1882
June 15th 2019, 3:35:37 a	0.1	1878
June 15th 2019, 3:36:38 a	0.1	1878
June 15th 2019, 3:37:37 a	0.1	1866
June 15th 2019, 3:38:38 a	0.1	1941
June 15th 2019, 3:39:38 a	0.1	1853
June 15th 2019, 3:40:37 a	0.09	1809
June 15th 2019, 3:41:37 a	0.1	1896
June 15th 2019, 3:42:37 a	0.1	1865
June 15th 2019, 3:43:37 a		1897
June 15th 2019, 3:44:37 a	0.1	1925
June 15th 2019, 3:45:37 a	0.09	1869
June 15th 2019, 3:46:37 a		1827
June 15th 2019, 3:47:38 a	0.1	1840
June 15th 2019, 3:48:38 a	0.08	1879
June 15th 2019, 3:49:38 a	0.1	1882
June 15th 2019, 3:50:39 a	0.1	1885
June 15th 2019, 3:51:37 a	0.1	1835
June 15th 2019, 3:52:38 a	0.09	1873
June 15th 2019, 3:53:37 a	0.1	1823
June 15th 2019, 3:54:38 a	0.09	1921
June 15th 2019, 3:55:37 a	0.09	1861
June 15th 2019, 3:56:38 a	0.09	1904
June 15th 2019, 3:57:38 a	0.09	1875
June 15th 2019, 3:58:38 a	0.1	1869
June 15th 2019, 3:59:38 a	0.09	1850
June 15th 2019, 4:00:38 a	0.1	1883
June 15th 2019, 4:01:38 a	0.1	1877
June 15th 2019, 4:02:39 a	0.1	1866
June 15th 2019, 4:03:38 a	0.1	1861
June 15th 2019, 4:04:38 a	0.08	1857
June 15th 2019, 4:05:38 a		1873
June 15th 2019, 4:06:38 a		1876
June 15th 2019, 4:07:38 a	0.1	1846
June 15th 2019, 4:08:39 a	0.09	1847
June 15th 2019, 4:09:39 a	0.1	1869
June 15th 2019, 4:10:38 a	0.09	1865
June 15th 2019, 4:11:39 a	0.09	1837
June 15th 2019, 4:12:38 a	0.1	1889
June 15th 2019, 4:13:38 a	0.1	1850
June 15th 2019, 4:14:39 a	0.1	1884
June 15th 2019, 4:15:39 a		1862
June 15th 2019, 4:16:38 a	0.09	1867
June 15th 2019, 4:17:38 a	0.1	1876
June 15th 2019, 4:18:40 a	0.08	1921
June 15th 2019, 4:19:38 a	0.1	1851
June 15th 2019, 4:20:39 a	0.1	1868
June 15th 2019, 4:21:39 a	0.09	1865
June 15th 2019, 4:22:39 a	0.1	1907
June 15th 2019, 4:23:38 a	0.09	1867
June 15th 2019, 4:24:39 a	0.09	1875
June 15th 2019, 4:25:39 a	0.09	1827
June 15th 2019, 4:26:38 a	0.09	1791
June 15th 2019, 4:27:39 a	0.08	1868
June 15th 2019, 4:28:40 a	0.1	1902
June 15th 2019, 4:29:39 a	0.09	1831
